price,bedroom,bathroom,area(sqft),country,city,address,propert_type,purpose,furnishing,completion_status,handover,project_name
"435,000",Studio,1 bath,307 sqft, UAE, Dubai, Dubai Land Residence Complex,Apartment,Sale,Unfurnished,Off-Plan,Q2 2026,Time 2
"1,220,960",1 bed,2 baths,853 sqft, UAE, Dubai, Al Furjan,Apartment,Sale,Unfurnished,Off-Plan,Q4 2026,Pristine by Zoya
"1,787,400",2 beds,3 baths,"1,253 sqft", UAE, Dubai, Dubai Sports City,Apartment,Sale,Unfurnished,Off-Plan,Q3 2026,Samana Golf Views
"1,749,999",Studio,1 bath,377 sqft, UAE, Dubai, Business Bay,Apartment,Sale,Furnished,Off-Plan,Q2 2028,Bayz 101
"1,435,000",1 bed,2 baths,684 sqft, UAE, Dubai, Dubailand,Apartment,Sale,Furnished,Off-Plan,Q2 2028,Bayz 101
"1,250,000",1 bed,1 bath,989 sqft, UAE, Dubai, Dubai Marina,Apartment,Sale,Furnished,Ready,Q2 2028,Marina 101
"920,000",Studio,1 bath,513 sqft, UAE, Dubai, Business Bay,Apartment,Sale,Furnished,Ready,Q2 2028,The Cosmopolitan (Damac Maison)
"8,995,000",3 beds,4 baths,"2,890 sqft", UAE, Dubai, Jumeirah Lake Towers (JLT),Apartment,Sale,Unfurnished,Ready,Q2 2028,The Residences JLT (Taj)
"1,524,888",1 bed,1 bath,483 sqft, UAE, Dubai,Dubai Marina,Apartment,Sale,Furnished,Off-Plan,Q4 2027,Vanguard by Frank Muller
"2,786,783",3 beds,4 baths,"1,698 sqft", UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Furnished,Off-Plan,Q2 2027,Electra
"1,900,000",1 bed,2 baths,715 sqft, UAE, Dubai, Downtown Dubai,Apartment,Sale,Unfurnished,Ready,Q2 2027,Electra
"550,000",Studio,1 bath,492 sqft, UAE, Dubai, Arjan,Apartment,Sale,Unfurnished,Ready,Q2 2027,Electra
"770,000",1 bed,2 baths,887 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Ready,Q2 2027,Electra
"39,500,000",6 beds,7 baths,"8,751 sqft", UAE, Dubai, Mohammed Bin Rashid City,Villa,Sale,Unfurnished,Off-Plan,Q4 2025,The Waterside Villas at The Sanctuary
"750,000",Studio,1 bath,381 sqft, UAE, Dubai, Meydan City,Apartment,Sale,Unfurnished,Ready,Q4 2025,The Waterside Villas at The Sanctuary
"1,435,000",1 bed,2 baths,684 sqft, UAE, Dubai, Dubailand,Apartment,Sale,Furnished,Off-Plan,Q4 2025,The Waterside Villas at The Sanctuary
"2,044,019",2 beds,3 baths,"1,163 sqft", UAE, Dubai, Business Bay,Apartment,Sale,Unfurnished,Off-Plan,Q2 2026,Century Tower
"2,748,000",2 beds,2 baths,"2,796 sqft", UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Furnished,Ready,Q2 2026,Century Tower
"700,000",Studio,1 bath,445 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Off-Plan,Q3 2026,Havelock Heights
"766,598",1 bed,2 baths,"1,099 sqft", UAE, Dubai, International City,Apartment,Sale,Unfurnished,Ready,Q3 2026,Havelock Heights
"2,750,882",2 beds,3 baths,"1,715 sqft", UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Furnished,Off-Plan,Q2 2027,Electra
"7,999,999",4 beds,5 baths,"9,369 sqft", UAE, Dubai, Jumeirah Park,Villa,Sale,Unfurnished,Ready,Q2 2027,District 9
"940,000",2 beds,2 baths,"1,271 sqft", UAE, Dubai, Dubai Land Residence Complex,Apartment,Sale,Unfurnished,Ready,Q2 2027,District 9
"1,430,000",1 bed,2 baths,981 sqft, UAE, Dubai, Arjan,Apartment,Sale,Unfurnished,Off-Plan,Q1 2028,The Central Downtown Tower A
"19,000,000",7 beds,10 baths,"8,133 sqft", UAE, Dubai,Jumeirah Park,Villa,Sale,Unfurnished,Ready,Q1 2028,The Central Downtown Tower A
"1,636,048",2 beds,2 baths,"1,117 sqft", UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Furnished,Off-Plan,Q3 2026,The F1fth
"32,000,000",6 beds,8 baths,"10,033 sqft", UAE, Dubai, Tilal Al Ghaf,Villa,Sale,Furnished,Off-Plan,Q4 2026,Serenity Mansions
"1,592,588",2 beds,2 baths,"1,116 sqft", UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Furnished,Off-Plan,Q3 2026,The F1fth
"1,204,150",1 bed,1 bath,847 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Furnished,Off-Plan,Q3 2026,The F1fth
"1,185,107",1 bed,1 bath,846 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Furnished,Off-Plan,Q3 2026,The F1fth
"1,510,252",2 beds,2 baths,"1,141 sqft", UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Furnished,Off-Plan,Q2 2026,Ozone1 Residence
"1,508,399",2 beds,2 baths,"1,139 sqft", UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Furnished,Off-Plan,Q2 2026,Ozone1 Residence
"530,000",Studio,1 bath,360 sqft, UAE, Dubai, Jebel Ali,Apartment,Sale,Unfurnished,Ready,Q2 2026,Ozone1 Residence
"1,810,566",2 beds,3 baths,"1,097 sqft", UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Furnished,Off-Plan,Q2 2027,Electra
"3,850,000",4 beds,4 baths,"3,565 sqft", UAE, Dubai, Dubai South,Villa,Sale,Unfurnished,Ready,Q2 2027,Electra
"7,200,000",3 beds,4 baths,"1,833 sqft", UAE, Dubai, Downtown Dubai,Apartment,Sale,Furnished,Ready,Q2 2027,Boulevard Point
"900,000",Studio,1 bath,508 sqft, UAE, Dubai, Business Bay,Apartment,Sale,Furnished,Ready,Q2 2027,The Cosmopolitan (Damac Maison)
"760,000",Studio,1 bath,349 sqft, UAE, Dubai, Business Bay,Apartment,Sale,Furnished,Ready,Q2 2027,The Cosmopolitan (Damac Maison)
"1,617,662",2 beds,2 baths,"1,203 sqft", UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Furnished,Off-Plan,Q2 2026,Ozone1 Residence
"1,884,875",2 beds,2 baths,"1,534 sqft", UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Furnished,Off-Plan,Q2 2026,Ozone1 Residence
"704,065",Studio,1 bath,378 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Off-Plan,Q1 2026,Vitality Residence
"14,500,000",3 beds,4 baths,"2,922 sqft", UAE, Dubai, Jumeirah,Apartment,Sale,Unfurnished,Off-Plan,Q2 2025,Eden House - The Canal
"1,780,000",1 bed,1 bath,644 sqft, UAE, Dubai, Dubai Creek Harbour,Apartment,Sale,Unfurnished,Ready,Q2 2025,Creek Palace
"1,100,000",1 bed,2 baths,812 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Furnished,Ready,Q2 2025,Creek Palace
"1,050,000",1 bed,2 baths,658 sqft, UAE, Dubai, Arjan,Apartment,Sale,Unfurnished,Off-Plan,Q2 2025,Vincitore Volare
"550,000",Studio,1 bath,360 sqft, UAE, Dubai, Jebel Ali,Apartment,Sale,Furnished,Ready,Q2 2025,Vincitore Volare
"1,175,000",1 bed,2 baths,735 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Ready,Q2 2025,Vincitore Volare
"2,447,038",2 beds,3 baths,"1,112 sqft", UAE, Dubai, Dubai Islands,Apartment,Sale,Furnished,Off-Plan,Q3 2026,Iluka by MS Homes
"865,000",Studio,1 bath,350 sqft, UAE, Dubai, Al Jaddaf,Apartment,Sale,Unfurnished,Off-Plan,Q1 2026,Binghatti Ghost
"1,295,000",1 bed,1 bath,577 sqft, UAE, Dubai, Meydan City,Apartment,Sale,Furnished,Ready,Q1 2026,Binghatti Ghost
"650,000",1 bed,2 baths,634 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Furnished,Ready,Q1 2026,Binghatti Ghost
"3,650,000",2 beds,2 baths,"1,111 sqft", UAE, Dubai,Dubai Creek Harbour,Apartment,Sale,Unfurnished,Off-Plan,Q1 2029,Address Residences
"2,300,000",1 bed,1 bath,735 sqft, UAE, Dubai,Dubai Creek Harbour,Apartment,Sale,Unfurnished,Off-Plan,Q1 2029,Address Residences
"4,800,000",3 beds,4 baths,"2,205 sqft", UAE, Dubai, Jumeirah Lake Towers (JLT),Apartment,Sale,Furnished,Ready,Q1 2029,Address Residences
"700,000",Studio,1 bath,356 sqft, UAE, Dubai, Meydan City,Apartment,Sale,Unfurnished,Ready,Q1 2029,Address Residences
"1,100,000",1 bed,2 baths,745 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Ready,Q1 2029,Address Residences
"1,650,000",1 bed,1 bath,704 sqft, UAE, Dubai, Dubai Hills Estate,Apartment,Sale,Unfurnished,Off-Plan,Q4 2026,Address Residences
"1,400,000",2 beds,3 baths,947 sqft, UAE, Dubai, Dubailand,Villa,Sale,Unfurnished,Off-Plan,Q4 2027,Reportage Village
"10,499,000",3 beds,3 baths,"3,447 sqft", UAE, Dubai, The Meadows,Villa,Sale,Unfurnished,Ready,Q4 2027,The Meadows 3
"944,524",1 bed,1 bath,772 sqft, UAE, Dubai, Dubai Production City (IMPZ),Apartment,Sale,Unfurnished,Off-Plan,Q2 2027,ELM at Park Five
"1,380,929",2 beds,2 baths,"1,231 sqft", UAE, Dubai, Dubai Production City (IMPZ),Apartment,Sale,Unfurnished,Off-Plan,Q2 2027,ELM at Park Five
"3,400,000",2 beds,3 baths,"1,579 sqft", UAE, Dubai, Palm Jumeirah,Apartment,Sale,Furnished,Ready,Q2 2027,ELM at Park Five
"1,361,615",2 beds,2 baths,"1,231 sqft", UAE, Dubai, Dubai Production City (IMPZ),Apartment,Sale,Unfurnished,Off-Plan,Q2 2027,ELM at Park Five
"938,688",1 bed,1 bath,779 sqft, UAE, Dubai, Dubai Production City (IMPZ),Apartment,Sale,Unfurnished,Off-Plan,Q2 2027,ELM at Park Five
"627,619",Studio,1 bath,432 sqft, UAE, Dubai, Dubai Production City (IMPZ),Apartment,Sale,Unfurnished,Off-Plan,Q2 2027,ELM at Park Five
"622,592",Studio,1 bath,433 sqft, UAE, Dubai, Dubai Production City (IMPZ),Apartment,Sale,Unfurnished,Off-Plan,Q2 2027,ELM at Park Five
"440,000",Studio,1 bath,475 sqft, UAE, Dubai, Dubai Investment Park (DIP),Apartment,Sale,Unfurnished,Ready,Q2 2027,ELM at Park Five
"8,000,000",2 beds,3 baths,"1,510 sqft", UAE, Dubai, Bluewaters Island,Apartment,Sale,Furnished,Ready,Q2 2027,ELM at Park Five
"5,000,000",2 beds,2 baths,"1,401 sqft", UAE, Dubai, Al Wasl,Apartment,Sale,Unfurnished,Ready,Q2 2027,ELM at Park Five
"3,240,000",5 beds,6 baths,"3,178 sqft", UAE, Dubai, Dubailand,Townhouse,Sale,Unfurnished,Off-Plan,Q4 2028,DAMAC Islands
"1,200,000",2 beds,3 baths,"1,255 sqft", UAE, Dubai, Dubai Sports City,Apartment,Sale,Furnished,Ready,Q4 2028,DAMAC Islands
"10,800,000",3 beds,5 baths,"4,304 sqft", UAE, Dubai, Business Bay,Apartment,Sale,Unfurnished,Ready,Q4 2028,J One
"1,121,677",1 bed,2 baths,745 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Off-Plan,Q1 2025,Stonehenge Residences
"622,592",Studio,1 bath,433 sqft, UAE, Dubai, Dubai Production City (IMPZ),Apartment,Sale,Unfurnished,Off-Plan,Q2 2027,ELM at Park Five
"440,000",Studio,1 bath,475 sqft, UAE, Dubai, Dubai Investment Park (DIP),Apartment,Sale,Unfurnished,Ready,Q2 2027,ELM at Park Five
"1,018,366",1 bed,1 bath,"1,047 sqft", UAE, Dubai, Jebel Ali,Apartment,Sale,Furnished,Off-Plan,Q2 2027,Eleve by Deyaar
"971,942",1 bed,1 bath,886 sqft, UAE, Dubai, Jebel Ali,Apartment,Sale,Furnished,Off-Plan,Q2 2027,Eleve by Deyaar
"2,181,669",3 beds,3 baths,"1,777 sqft", UAE, Dubai, Dubai Production City (IMPZ),Apartment,Sale,Unfurnished,Off-Plan,Q2 2027,Ember at Park Five
"1,010,593",1 bed,1 bath,836 sqft, UAE, Dubai, Dubai Land Residence Complex,Apartment,Sale,Unfurnished,Off-Plan,Q1 2027,Milos by Karma
"1,296,765",2 beds,2 baths,"1,214 sqft", UAE, Dubai, Dubai Production City (IMPZ),Apartment,Sale,Unfurnished,Off-Plan,Q2 2027,Ember at Park Five
"2,175,731",3 beds,3 baths,"1,777 sqft", UAE, Dubai, Dubai Production City (IMPZ),Apartment,Sale,Unfurnished,Off-Plan,Q2 2027,Ember at Park Five
"1,271,325",2 beds,2 baths,"1,149 sqft", UAE, Dubai, Dubai Production City (IMPZ),Apartment,Sale,Unfurnished,Off-Plan,Q2 2027,Ember at Park Five
"919,117",1 bed,1 bath,687 sqft, UAE, Dubai, Dubai Production City (IMPZ),Apartment,Sale,Unfurnished,Off-Plan,Q2 2027,Ember at Park Five
"892,809",1 bed,1 bath,687 sqft, UAE, Dubai, Dubai Production City (IMPZ),Apartment,Sale,Unfurnished,Off-Plan,Q2 2027,Ember at Park Five
"4,085,950",1 bed,2 baths,"1,075 sqft", UAE, Dubai, Palm Jumeirah,Apartment,Sale,Furnished,Off-Plan,Q4 2026,Palm Beach Towers 3
"2,875,000",4 beds,4 baths,"1,553 sqft", UAE, Dubai, Dubai Investment Park (DIP),Villa,Sale,Unfurnished,Off-Plan,Q4 2027,Palm Beach Towers 3
"2,650,000",1 bed,1 bath,742 sqft, UAE, Dubai, Dubai Harbour,Apartment,Sale,Unfurnished,Ready,Q4 2027,Palm Beach Towers 3
"4,045,000",1 bed,2 baths,"1,065 sqft", UAE, Dubai, Palm Jumeirah,Apartment,Sale,Furnished,Off-Plan,Q4 2026,Palm Beach Towers 3
"5,055,000",2 beds,3 baths,"1,365 sqft", UAE, Dubai, Palm Jumeirah,Apartment,Sale,Furnished,Off-Plan,Q4 2026,Palm Beach Towers 3
"5,200,000",2 beds,4 baths,"1,401 sqft", UAE, Dubai, Al Wasl,Apartment,Sale,Unfurnished,Ready,Q4 2026,Palm Beach Towers 3
"1,900,000",Studio,1 bath,615 sqft, UAE, Dubai, Palm Jumeirah,Apartment,Sale,Furnished,Ready,Q4 2026,FIVE Palm Jumeirah
"2,400,000",4 beds,3 baths,"2,282 sqft", UAE, Dubai, DAMAC Lagoons,Townhouse,Sale,Unfurnished,Off-Plan,Q4 2025,Ibiza
"1,250,000",1 bed,1 bath,490 sqft, UAE, Dubai, Sobha Hartland,Apartment,Sale,Furnished,Ready,Q4 2025,Ibiza
"1,550,000",1 bed,1 bath,690 sqft, UAE, Dubai, Dubai Creek Harbour,Apartment,Sale,Unfurnished,Ready,Q4 2025,Orchid
"1,050,000",Studio,1 bath,572 sqft, UAE, Dubai, Business Bay,Apartment,Sale,Furnished,Ready,Q4 2025,DAMAC Maison Majestine
"975,000",2 beds,2 baths,958 sqft, UAE, Dubai, Dubai Sports City,Apartment,Sale,Unfurnished,Ready,Q4 2025,The Bridge
"952,202",1 bed,1 bath,775 sqft, UAE, Dubai, Al Furjan,Apartment,Sale,Furnished,Off-Plan,Q2 2025,Millennium Talia Residences
"940,000",1 bed,2 baths,573 sqft, UAE, Dubai, Jebel Ali,Apartment,Sale,Furnished,Off-Plan,Q4 2024,Equiti Gate
"770,000",Studio,1 bath,460 sqft, UAE, Dubai, Arjan,Apartment,Sale,Unfurnished,Off-Plan,Q3 2026,Vincitore Dolce Vita
"1,750,000",1 bed,2 baths,853 sqft, UAE, Dubai, The Views,Apartment,Sale,Unfurnished,Ready,Q3 2026,Vincitore Dolce Vita
"3,500,000",3 beds,3 baths,"1,345 sqft", UAE, Dubai, Jumeirah Beach Residence (JBR),Apartment,Sale,Furnished,Ready,Q3 2026,Vincitore Dolce Vita
"1,079,000",1 bed,2 baths,886 sqft, UAE, Dubai, Dubai Production City (IMPZ),Apartment,Sale,Unfurnished,Off-Plan,Q2 2028,Samana Resorts
"938,598",1 bed,1 bath,790 sqft, UAE, Dubai, Al Furjan,Apartment,Sale,Furnished,Off-Plan,Q2 2025,Millennium Talia Residences
"2,166,959",3 beds,3 baths,"1,633 sqft", UAE, Dubai, Jebel Ali,Apartment,Sale,Furnished,Off-Plan,Q2 2027,Eleve by Deyaar
"880,000",Studio,1 bath,461 sqft, UAE, Dubai, Majan,Apartment,Sale,Unfurnished,Off-Plan,Q2 2027,Samana Barari Views
"2,155,959",3 beds,3 baths,"1,634 sqft", UAE, Dubai, Jebel Ali,Apartment,Sale,Furnished,Off-Plan,Q2 2027,Eleve by Deyaar
"1,416,551",2 beds,2 baths,"1,091 sqft", UAE, Dubai, Jebel Ali,Apartment,Sale,Furnished,Off-Plan,Q2 2027,Eleve by Deyaar
"1,402,523",2 beds,2 baths,"1,072 sqft", UAE, Dubai, Jebel Ali,Apartment,Sale,Furnished,Off-Plan,Q2 2027,Eleve by Deyaar
"1,050,000",Studio,1 bath,572 sqft, UAE, Dubai, Business Bay,Apartment,Sale,Furnished,Ready,Q2 2027,DAMAC Maison Majestine
"975,000",2 beds,2 baths,958 sqft, UAE, Dubai, Dubai Sports City,Apartment,Sale,Unfurnished,Ready,Q2 2027,The Bridge
"2,346,212",1 bed,1 bath,"1,029 sqft", UAE, Dubai, Dubai Islands,Apartment,Sale,Furnished,Off-Plan,Q1 2027,Cotier House by Imtiaz
"3,075,028",1 bed,1 bath,"1,321 sqft", UAE, Dubai, Dubai Islands,Apartment,Sale,Furnished,Off-Plan,Q1 2027,Cotier House by Imtiaz
"2,776,277",1 bed,1 bath,"1,207 sqft", UAE, Dubai, Dubai Islands,Apartment,Sale,Furnished,Off-Plan,Q1 2027,Cotier House by Imtiaz
"11,500,000",5 beds,6 baths,"5,542 sqft", UAE, Dubai, DAMAC Hills,Villa,Sale,Furnished,Ready,Q1 2027,Veneto
"2,200,000",1 bed,1 bath,945 sqft, UAE, Dubai, Dubai Marina,Apartment,Sale,Unfurnished,Ready,Q1 2027,Veneto
"2,369,426",1 bed,2 baths,839 sqft, UAE, Dubai, Dubai Islands,Apartment,Sale,Furnished,Off-Plan,Q4 2026,Beach Walk Grand by Imtiaz
"1,500,000",1 bed,2 baths,839 sqft, UAE, Dubai, Dubailand,Apartment,Sale,Furnished,Off-Plan,Q2 2029,Beach Walk Grand by Imtiaz
"4,100,000",3 beds,4 baths,"1,747 sqft", UAE, Dubai, Dubai Creek Harbour,Apartment,Sale,Unfurnished,Ready,Q2 2029,Beach Walk Grand by Imtiaz
"4,008,348",3 beds,3 baths,"1,895 sqft", UAE, Dubai,Motor City,Apartment,Sale,Furnished,Off-Plan,Q4 2028,Sobha Solis Tower A
"3,979,920",3 beds,3 baths,"1,895 sqft", UAE, Dubai,Motor City,Apartment,Sale,Furnished,Off-Plan,Q4 2028,Sobha Solis Tower A
"940,000",1 bed,2 baths,573 sqft, UAE, Dubai, Jebel Ali,Apartment,Sale,Furnished,Off-Plan,Q4 2024,Equiti Gate
"2,137,389",2 beds,2 baths,"1,124 sqft", UAE, Dubai,Motor City,Apartment,Sale,Furnished,Off-Plan,Q4 2028,Sobha Solis Tower A
"2,137,386",2 beds,2 baths,"1,124 sqft", UAE, Dubai,Motor City,Apartment,Sale,Furnished,Off-Plan,Q4 2028,Sobha Solis Tower A
"2,323,016",1 bed,2 baths,969 sqft, UAE, Dubai, Dubai Islands,Apartment,Sale,Furnished,Off-Plan,Q1 2027,Cotier House by Imtiaz
"3,245,715",2 beds,2 baths,"1,758 sqft", UAE, Dubai, Ras Al Khor,Apartment,Sale,Unfurnished,Off-Plan,Q4 2026,Sobha One Tower A
"3,569,022",2 beds,4 baths,"1,660 sqft", UAE, Dubai, Ras Al Khor,Apartment,Sale,Unfurnished,Off-Plan,Q4 2026,Sobha One Tower C
"4,368,494",2 beds,3 baths,"2,449 sqft", UAE, Dubai, Ras Al Khor,Apartment,Sale,Unfurnished,Off-Plan,Q4 2026,Sobha One Tower C
"2,400,000",2 beds,3 baths,"1,257 sqft", UAE, Dubai, Dubailand,Apartment,Sale,Furnished,Off-Plan,Q2 2029,Sobha One Tower C
"1,500,000",1 bed,2 baths,839 sqft, UAE, Dubai, Dubailand,Apartment,Sale,Furnished,Off-Plan,Q2 2029,Sobha One Tower C
"800,000",1 bed,1 bath,549 sqft, UAE, Dubai, Jumeirah Village Triangle (JVT),Apartment,Sale,Unfurnished,Off-Plan,Q1 2025,Cloud Tower A
"2,035,575",1 bed,2 baths,950 sqft, UAE, Dubai, Dubai Hills Estate,Apartment,Sale,Unfurnished,Off-Plan,Q4 2025,399 Hills Park B
"770,000",Studio,1 bath,460 sqft, UAE, Dubai, Arjan,Apartment,Sale,Unfurnished,Off-Plan,Q3 2026,Vincitore Dolce Vita
"1,039,131",1 bed,1 bath,538 sqft, UAE, Dubai,Motor City,Apartment,Sale,Furnished,Off-Plan,Q4 2028,Sobha Solis Tower A
"1,249,123",1 bed,1 bath,811 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Off-Plan,Q2 2027,Q Gardens Aliya
"3,650,000",2 beds,3 baths,"2,442 sqft", UAE, Dubai, Dubai Islands,Apartment,Sale,Unfurnished,Off-Plan,Q4 2026,Seaside by Prestige One
"1,850,000",4 beds,5 baths,"2,352 sqft", UAE, Dubai, DAMAC Hills 2 (Akoya by DAMAC),Townhouse,Sale,Unfurnished,Off-Plan,Q2 2026,Natura
"5,400,000",2 beds,2 baths,"1,107 sqft", UAE, Dubai, Dubai Harbour,Apartment,Sale,Unfurnished,Off-Plan,Q1 2028,Seapoint Tower 2
"1,750,000",1 bed,2 baths,853 sqft, UAE, Dubai, The Views,Apartment,Sale,Unfurnished,Ready,Q1 2028,Seapoint Tower 2
"3,500,000",3 beds,3 baths,"1,345 sqft", UAE, Dubai, Jumeirah Beach Residence (JBR),Apartment,Sale,Furnished,Ready,Q1 2028,Seapoint Tower 2
"1,079,000",1 bed,2 baths,886 sqft, UAE, Dubai, Dubai Production City (IMPZ),Apartment,Sale,Unfurnished,Off-Plan,Q2 2028,Samana Resorts
"3,550,000",1 bed,2 baths,"1,226 sqft", UAE, Dubai, Palm Jumeirah,Apartment,Sale,Furnished,Ready,Q2 2028,FIVE Palm Jumeirah
"2,000,000",2 beds,3 baths,"1,309 sqft", UAE, Dubai, Business Bay,Apartment,Sale,Furnished,Ready,Q2 2028,Elite Business Bay Residence
"1,800,000",1 bed,2 baths,"1,062 sqft", UAE, Dubai, Dubai Marina,Apartment,Sale,Furnished,Ready,Q2 2028,Princess Tower
"5,400,000",2 beds,2 baths,"1,107 sqft", UAE, Dubai, Dubai Harbour,Apartment,Sale,Unfurnished,Off-Plan,Q1 2028,Seapoint Tower 2
"1,302,868",1 bed,1 bath,726 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Off-Plan,Q1 2026,Q Gardens Lofts 2
"15,200,000",5 beds,6 baths,"5,833 sqft", UAE, Dubai, Dubai Sports City,Villa,Sale,Unfurnished,Ready,Q1 2026,Q Gardens Lofts 2
"3,900,000",3 beds,3 baths,"2,663 sqft", UAE, Dubai, Jumeirah Village Circle (JVC),Townhouse,Sale,Unfurnished,Ready,Q1 2026,JVC District 12
"7,500,000",3 beds,4 baths,"2,160 sqft", UAE, Dubai, Palm Jumeirah,Apartment,Sale,Furnished,Ready,Q1 2026,JVC District 12
"2,200,000",2 beds,2 baths,"1,008 sqft", UAE, Dubai, Business Bay,Apartment,Sale,Furnished,Ready,Q1 2026,Aykon City
"1,600,000",2 beds,2 baths,"1,157 sqft", UAE, Dubai, Dubai South,Apartment,Sale,Furnished,Ready,Q1 2026,Aykon City
"7,700,000",3 beds,3 baths,"3,677 sqft", UAE, Dubai, The Springs,Villa,Sale,Unfurnished,Ready,Q1 2026,The Springs 12
"3,400,000",3 beds,4 baths,"1,943 sqft", UAE, Dubai, Dubai South,Villa,Sale,Unfurnished,Ready,Q1 2026,The Springs 12
"820,000",1 bed,2 baths,659 sqft, UAE, Dubai, Dubai Production City (IMPZ),Apartment,Sale,Furnished,Ready,Q1 2026,The Springs 12
"2,881,000",5 beds,6 baths,"2,516 sqft", UAE, Dubai, DAMAC Hills 2 (Akoya by DAMAC),Villa,Sale,Unfurnished,Ready,Q1 2026,Juniper
"9,000,000",3 beds,4 baths,"3,789 sqft", UAE, Dubai, Palm Jumeirah,Apartment,Sale,Unfurnished,Ready,Q1 2026,Juniper
"1,302,869",1 bed,1 bath,726 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Off-Plan,Q1 2026,Q Gardens Lofts 2
"7,417,000",6 beds,9 baths,"4,400 sqft", UAE, Dubai,DAMAC Hills,Villa,Sale,Unfurnished,Ready,Q1 2026,Q Gardens Lofts 2
"1,300,000",Studio,1 bath,558 sqft, UAE, Dubai, Business Bay,Apartment,Sale,Unfurnished,Off-Plan,Q1 2027,Canal Heights 2
"2,000,000",1 bed,2 baths,832 sqft, UAE, Dubai, Business Bay,Apartment,Sale,Unfurnished,Off-Plan,Q1 2026,Peninsula Four (The Plaza)
"4,300,000",2 beds,2 baths,"1,251 sqft", UAE, Dubai, Downtown Dubai,Apartment,Sale,Furnished,Ready,Q1 2026,Peninsula Four (The Plaza)
"1,124,000",1 bed,2 baths,742 sqft, UAE, Dubai, Jumeirah Village Triangle (JVT),Apartment,Sale,Furnished,Off-Plan,Q1 2025,Cloud Tower A
"3,300,000",2 beds,2 baths,"1,141 sqft", UAE, Dubai, Dubai Hills Estate,Apartment,Sale,Unfurnished,Off-Plan,Q3 2027,Parkside Views
"3,699,000",3 beds,4 baths,"2,762 sqft", UAE, Dubai, Dubai Marina,Apartment,Sale,Furnished,Ready,Q3 2027,KG Tower
"1,900,000",1 bed,2 baths,753 sqft, UAE, Dubai, Business Bay,Apartment,Sale,Unfurnished,Off-Plan,Q4 2027,Safa Two de Grisogono
"2,361,061",1 bed,2 baths,970 sqft, UAE, Dubai, Dubai Islands,Apartment,Sale,Furnished,Off-Plan,Q1 2027,Cotier House by Imtiaz
"3,500,000",4 beds,3 baths,"1,915 sqft", UAE, Dubai, DAMAC Hills,Villa,Sale,Unfurnished,Ready,Q1 2027,Cotier House by Imtiaz
"1,302,863",1 bed,1 bath,726 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Off-Plan,Q1 2026,Q Gardens Lofts 2
"1,900,000",1 bed,2 baths,736 sqft, UAE, Dubai, Bukadra,Apartment,Sale,Unfurnished,Off-Plan,Q2 2027,330 Riverside Crescent
"2,000,000",1 bed,2 baths,767 sqft, UAE, Dubai, Mohammed Bin Rashid City,Apartment,Sale,Unfurnished,Ready,Q2 2027,330 Riverside Crescent
"2,400,000",3 beds,3 baths,"1,583 sqft", UAE, Dubai, Dubai Marina,Apartment,Sale,Unfurnished,Ready,Q2 2027,Marina Pinnacle
"5,000,000",3 beds,4 baths,"2,583 sqft", UAE, Dubai, Jumeirah Village Triangle (JVT),Villa,Sale,Unfurnished,Ready,Q2 2027,Marina Pinnacle
"3,250,000",2 beds,3 baths,"1,657 sqft", UAE, Dubai, Jumeirah Lake Towers (JLT),Apartment,Sale,Furnished,Ready,Q2 2027,Marina Pinnacle
